Gene_id	GO_id
TRINITY_DN9217_c0_g1	GO:0005737;GO:0005576;GO:0005615;GO:0008061;GO:0004568;GO:0006915;GO:0006032;GO:0002376;GO:0000272;GO:0090197;GO:0002532
TRINITY_DN13737_c0_g1	GO:0016021;GO:0005743;GO:0045263;GO:0015078;GO:0015986
TRINITY_DN13140_c0_g1	GO:0000790;GO:0000228;GO:0005654;GO:0005634;GO:0031298;GO:0035861;GO:0003677;GO:0048754;GO:0044770;GO:0051301;GO:1904976;GO:0072719;GO:0006974;GO:0072711;GO:0007623;GO:0009582;GO:0006281;GO:0006260;GO:0000076;GO:0030324;GO:0002009;GO:0000122;GO:0045892;GO:2000781;GO:1905168;GO:0042752;GO:0043111;GO:0048478
TRINITY_DN14459_c0_g1	GO:0005751;GO:0005739;GO:0004129;GO:0006123
TRINITY_DN10264_c0_g1	GO:0016021
TRINITY_DN11569_c0_g1	GO:0005747;GO:0051539;GO:0046872;GO:0008137;GO:0048038;GO:0009060;GO:0015990;GO:0032981
TRINITY_DN4473_c0_g1	GO:0099053;GO:0005737;GO:0005829;GO:0005815;GO:0031594;GO:0016604;GO:0005654;GO:0005634;GO:0032991;GO:0030331;GO:0035035;GO:0016922;GO:0002020;GO:0019901;GO:0003713;GO:0044389;GO:0008270;GO:0030520;GO:0045893;GO:0045661;GO:0006355;GO:1901998
TRINITY_DN6740_c0_g1	GO:0005654;GO:0005634;GO:1990904;GO:0035925;GO:0003729;GO:0019901;GO:0003723;GO:0070935;GO:0006954;GO:0006397;GO:0051252;GO:0032496
TRINITY_DN5112_c0_g1	GO:0005737;GO:0090543;GO:0005874;GO:0030496;GO:0072686;GO:0030246;GO:0008017;GO:0007049;GO:0051301;GO:0035556;GO:1902412
TRINITY_DN10719_c0_g1	GO:0005634;GO:0005736;GO:0003682;GO:0003677;GO:0001054;GO:0008270;GO:1904750;GO:0009303
TRINITY_DN4849_c0_g1	GO:0005737;GO:0005829;GO:0005759;GO:0005739;GO:0005524;GO:0004820;GO:0046983;GO:0016740;GO:0002181;GO:0015966;GO:0006426;GO:0070150;GO:0032543
TRINITY_DN7400_c0_g1	GO:0005737;GO:0046872;GO:0016740
TRINITY_DN13262_c0_g1	GO:0005759;GO:0004300;GO:0006635
TRINITY_DN14282_c0_g1	GO:0045177;GO:0099738;GO:0016460;GO:0032991;GO:0001725;GO:0030018;GO:0005509;GO:0032036;GO:0008360
TRINITY_DN8971_c0_g1	GO:0005623;GO:0005737;GO:0015630;GO:0048471;GO:0043014;GO:0005524;GO:0048487;GO:0016301;GO:0004709;GO:0031489;GO:0008022;GO:0030295;GO:0004672;GO:0019901;GO:0043539;GO:0004674;GO:0000186;GO:0032147;GO:0006974;GO:0006281;GO:0097194;GO:0000226;GO:0007095;GO:0007026;GO:0070050;GO:0016310;GO:0046330;GO:1901985;GO:0032874;GO:0046777;GO:0006468;GO:0032956;GO:0051493;GO:0070507;GO:0007346;GO:0023014;GO:0031098
TRINITY_DN5121_c0_g1	GO:0005576;GO:0005764;GO:0047134;GO:0019882
TRINITY_DN8335_c0_g1	GO:0005929;GO:0005737;GO:0030286;GO:0005874;GO:0005524;GO:0008569;GO:0045505;GO:0051959;GO:0007018
TRINITY_DN12948_c0_g1	GO:0090537;GO:0005634;GO:0006309;GO:0043044;GO:0007010;GO:0061640;GO:0097194;GO:0016192
TRINITY_DN8326_c0_g1	GO:0005623;GO:0005737;GO:0016021;GO:0005887;GO:0030027;GO:0005886;GO:0015093;GO:0005384;GO:0005385;GO:0006882;GO:0006826;GO:0071578;GO:0071577;GO:0006829
TRINITY_DN12479_c0_g1	GO:0005737;GO:0070410;GO:0004197;GO:0008234;GO:0004843;GO:0030509;GO:0016477;GO:0016579;GO:0007283;GO:0007179;GO:0006511
TRINITY_DN8686_c0_g1	GO:0005829;GO:0005739;GO:0005634;GO:0004364;GO:0006749
TRINITY_DN444_c0_g1	GO:0005509
TRINITY_DN3735_c0_g1	GO:0005615;GO:0046872;GO:0006811;GO:0055072
TRINITY_DN5495_c0_g1	GO:0005887;GO:0016020;GO:0005654;GO:0005886;GO:0005509;GO:0004930;GO:0046983;GO:0004888;GO:0009952;GO:0045176;GO:0098609;GO:0007267;GO:0007417;GO:0048105;GO:0001736;GO:0042249;GO:0007186;GO:0001702;GO:0001942;GO:0007156;GO:0042472;GO:0060490;GO:0007626;GO:0001843;GO:0001764;GO:0060488;GO:0090179;GO:0060489;GO:0090251;GO:0032956;GO:0046928;GO:0007266;GO:0007165;GO:0042060
TRINITY_DN13906_c0_g1	GO:0032154;GO:0005737;GO:0005856;GO:0030027;GO:0003779;GO:0005524;GO:0005516;GO:0046872;GO:0004687
TRINITY_DN4683_c0_g1	GO:0016021;GO:0005765;GO:0005886;GO:0035579;GO:0005290;GO:0035673;GO:1904680;GO:0015333;GO:0015817;GO:0006811;GO:0043312;GO:0015031
TRINITY_DN5179_c0_g1	GO:0015629;GO:0005884;GO:0032432;GO:0097440;GO:0044295;GO:0005903;GO:0005938;GO:0005911;GO:0030863;GO:0005737;GO:0005829;GO:0043198;GO:0098978;GO:0030426;GO:0031523;GO:0043025;GO:0005730;GO:0005634;GO:0043204;GO:0048471;GO:0005886;GO:0098794;GO:0005802;GO:0030018;GO:0003779;GO:0051015;GO:0034988;GO:0001664;GO:0051020;GO:0044325;GO:0019900;GO:0031852;GO:0015459;GO:0042803;GO:0005080;GO:0044877;GO:0048365;GO:0017160;GO:0017048;GO:0046332;GO:0031267;GO:0008134;GO:0051764;GO:0030036;GO:0031532;GO:0007195;GO:0001525;GO:0001974;GO:0045216;GO:0060271;GO:0051220;GO:0045022;GO:0001837;GO:0045184;GO:0097368;GO:0021943;GO:0003007;GO:0090307;GO:0042789;GO:0043066;GO:0043433;GO:0010977;GO:0042177;GO:0016479;GO:0032233;GO:0048680;GO:0043123;GO:2001046;GO:2000179;GO:2001224;GO:1901381;GO:0042307;GO:1900026;GO:1902396;GO:0034394;GO:0072659;GO:0050821;GO:0043113;GO:0032231;GO:0030334;GO:1905000;GO:1905031;GO:0071526;GO:0050808;GO:0090042;GO:0044319
TRINITY_DN229_c0_g1	GO:0005903;GO:0005938;GO:0032154;GO:0005829;GO:0043197;GO:0098978;GO:0030426;GO:0030027;GO:0030496;GO:0016460;GO:0097513;GO:0031594;GO:0043025;GO:0005844;GO:0005819;GO:0001725;GO:0051015;GO:0030898;GO:0043531;GO:0005524;GO:0005516;GO:0000146;GO:0048027;GO:0035613;GO:0030048;GO:0007512;GO:0035904;GO:0007411;GO:0055003;GO:0003279;GO:0007155;GO:0008283;GO:0021680;GO:0060976;GO:0006887;GO:0021592;GO:0001701;GO:0021670;GO:0000281;GO:0050885;GO:0001764;GO:0007097;GO:0001778;GO:0050714;GO:0098974;GO:0008360;GO:0060041;GO:0006930;GO:0021678;GO:0055015
TRINITY_DN14021_c0_g1	GO:0005576;GO:0004089;GO:0008270
TRINITY_DN13628_c0_g1	GO:0016323;GO:0030054;GO:0009986;GO:0031307;GO:0005739;GO:0031594;GO:0043005;GO:0098839;GO:0008022;GO:0070699;GO:0098609;GO:0007268;GO:0045197;GO:0048312;GO:0032926;GO:0016525;GO:0010596;GO:0001937;GO:0070373;GO:1903671;GO:0032927;GO:2000010;GO:0002092;GO:0006605;GO:0043113;GO:0097120;GO:0030100;GO:0008593;GO:0007266
TRINITY_DN13239_c0_g1	GO:0005759;GO:0005739;GO:0005524;GO:0004658;GO:0009063;GO:0009062
TRINITY_DN10193_c0_g1	GO:0005634;GO:0046872;GO:0048286;GO:0008285;GO:0072201;GO:2000791;GO:2000584;GO:0000122
TRINITY_DN14072_c0_g1	GO:0005789;GO:0016021;GO:0005886;GO:0048484;GO:1900176;GO:0009966
TRINITY_DN9108_c0_g1	GO:0005923;GO:0005911;GO:0005829;GO:0031941;GO:0005815;GO:0043005;GO:0005886;GO:0055037;GO:0001725;GO:0051015;GO:0042805;GO:0031005;GO:0046872;GO:0017137;GO:0030036;GO:0031532;GO:0030041;GO:0070830;GO:0032456;GO:0031175;GO:1903955;GO:0034446
TRINITY_DN8893_c0_g1	GO:0005829;GO:0005783;GO:0015934;GO:0003735;GO:0006412
TRINITY_DN9747_c0_g1	GO:0000123;GO:0071564;GO:0000790;GO:0005634;GO:0004402;GO:0042393;GO:0046872;GO:0045892;GO:0007399;GO:0045944
TRINITY_DN3795_c0_g1	GO:0005737;GO:0000118;GO:0005634;GO:0017053;GO:0003682;GO:0004407;GO:0032041;GO:0003714;GO:0032922;GO:0070932;GO:0070933;GO:0000122;GO:0045944;GO:0042752
TRINITY_DN14689_c0_g1	GO:0005737;GO:0008157;GO:0070286;GO:0060285
TRINITY_DN3842_c0_g1	GO:0005730;GO:1990259;GO:0003723;GO:1990258;GO:0031167
TRINITY_DN13955_c0_g1	GO:0009507;GO:0005829;GO:0022625;GO:0015934;GO:0005886;GO:0005774;GO:0005773;GO:0003723;GO:0003735;GO:0006412
TRINITY_DN11324_c0_g1	GO:0000932;GO:0005524;GO:0003677;GO:0004386;GO:0003723;GO:0008270;GO:0000184
TRINITY_DN9889_c0_g1	GO:0009986;GO:0030139;GO:0005768;GO:0009897;GO:0005794;GO:0005887;GO:0043231;GO:0045121;GO:0048471;GO:0045335;GO:0005886;GO:0034186;GO:0034188;GO:0034185;GO:0005524;GO:0016887;GO:0051117;GO:0042626;GO:0120020;GO:0140328;GO:0008035;GO:0005319;GO:0031210;GO:0090554;GO:0090556;GO:0005548;GO:0005102;GO:0031267;GO:0019905;GO:0007189;GO:0071397;GO:0071222;GO:0071404;GO:0071300;GO:0033344;GO:0042632;GO:0008203;GO:0030301;GO:0016197;GO:0007186;GO:0034380;GO:0050702;GO:0032367;GO:0006869;GO:0042158;GO:0042157;GO:0007040;GO:0002790;GO:0006911;GO:0033700;GO:0055091;GO:0045332;GO:0015914;GO:0060155;GO:0010875;GO:0090108;GO:0006497;GO:0032489;GO:0042493;GO:0034616;GO:0007584;GO:0043691
TRINITY_DN14408_c0_g1	GO:0015629;GO:0030424;GO:0031252;GO:0005911;GO:0005737;GO:0036464;GO:0031234;GO:0005925;GO:0030426;GO:0016328;GO:0045121;GO:0005874;GO:0030496;GO:0043005;GO:0005634;GO:0005886;GO:0032991;GO:1990904;GO:0001726;GO:0036057;GO:0005516;GO:0051019;GO:0060090;GO:0005547;GO:0019904;GO:0019901;GO:0019903;GO:0043539;GO:0044877;GO:0048365;GO:0017048;GO:0044548;GO:0031267;GO:0016477;GO:0071277;GO:0071364;GO:0044344;GO:0036120;GO:0007173;GO:0008543;GO:0072015;GO:0035305;GO:1990138;GO:0048008;GO:1903829;GO:1900006;GO:0051894;GO:0043406;GO:1900086;GO:0045860;GO:1904754;GO:0001817;GO:0043087;GO:0007346;GO:1990776
TRINITY_DN662_c0_g1	GO:0016021;GO:0035000;GO:0004579;GO:0046872;GO:0043686;GO:0018279
TRINITY_DN10139_c0_g1	GO:0016282;GO:0033290;GO:0005852;GO:0003743;GO:0031369;GO:0001732;GO:0006446
TRINITY_DN10564_c0_g1	GO:0022627;GO:0003735;GO:0007420;GO:0043009;GO:0030218;GO:0051726;GO:0006412
TRINITY_DN5739_c0_g1	GO:0005930;GO:0036064;GO:0005929;GO:0030992;GO:0060271;GO:0042073;GO:0045494;GO:0048793;GO:0032006;GO:0060041
TRINITY_DN5502_c0_g1	GO:0005923;GO:0005829;GO:0070062;GO:0090543;GO:0042470;GO:0005815;GO:0000281;GO:0015031
TRINITY_DN14545_c0_g1	GO:0016324;GO:0005737;GO:0005829;GO:0005768;GO:0098978;GO:0000139;GO:0043025;GO:0016363;GO:0098688;GO:0048471;GO:0005886;GO:0099189;GO:0098793;GO:0008091;GO:0008021;GO:0003779;GO:0005543;GO:0005200;GO:0098918;GO:0051693;GO:0030534;GO:0071361;GO:0021692;GO:0035264;GO:0099173;GO:0017158;GO:0007416;GO:0016081;GO:0016079;GO:0016192
TRINITY_DN11875_c0_g1	GO:0016324;GO:0005623;GO:0005938;GO:0030054;GO:0005737;GO:0005829;GO:0005765;GO:0042470;GO:0005902;GO:0031477;GO:0032391;GO:0001917;GO:0001750;GO:0032420;GO:0120044;GO:0045202;GO:1990435;GO:0051015;GO:0030898;GO:0043531;GO:0005524;GO:0005516;GO:0042802;GO:0000146;GO:0019904;GO:0047485;GO:0030507;GO:0030048;GO:0060088;GO:0034613;GO:0050957;GO:0042462;GO:0006886;GO:0007040;GO:0042490;GO:0001845;GO:0051904;GO:0048563;GO:0050953;GO:0007605;GO:0007601
TRINITY_DN10932_c0_g1	GO:0016021;GO:0005743;GO:0022857
TRINITY_DN1024_c0_g1	GO:0016021;GO:0005886;GO:0047631;GO:0099604;GO:0015280;GO:0046872;GO:0070588;GO:0035725
TRINITY_DN3668_c0_g1	GO:0043231;GO:0005654;GO:0005524;GO:0003677;GO:0008094;GO:0004386;GO:0003712;GO:0035562;GO:0045892
TRINITY_DN3018_c0_g1	GO:0071339;GO:0005669;GO:0005524;GO:0003677;GO:0004402;GO:0004674;GO:0007049;GO:0006352;GO:0045944
TRINITY_DN5940_c1_g1	GO:0005634;GO:0003700;GO:0000981;GO:0046982;GO:0043565;GO:0007425;GO:0072175;GO:0060173;GO:0007443;GO:0007424;GO:0045944;GO:0006357;GO:0007431;GO:0007435;GO:0035277;GO:0035202
TRINITY_DN8810_c0_g1	GO:0005737;GO:0043231;GO:0005654;GO:0005634;GO:0016581;GO:0003682;GO:0042826;GO:0044877;GO:0001103;GO:0043565;GO:0003713;GO:0003714;GO:0008270;GO:0016575;GO:0000122;GO:0045892;GO:0008284;GO:0010971
TRINITY_DN4258_c0_g1	GO:0048037;GO:0019135;GO:0005506;GO:0008612
TRINITY_DN6152_c0_g1	GO:0005623;GO:0005737;GO:0005856;GO:0005634;GO:0030018;GO:0003779;GO:0042805;GO:0042802;GO:0046872;GO:0008307;GO:0031433;GO:0030036;GO:0060048;GO:0003300;GO:0055003;GO:0006874;GO:0035995;GO:0042593;GO:0006954;GO:0008286;GO:0007517;GO:0060537;GO:0045944;GO:0070528;GO:0033365;GO:1903076;GO:0002026;GO:0045214;GO:0033292
TRINITY_DN12681_c0_g1	GO:0005623;GO:0044297;GO:0005737;GO:0097447;GO:0045121;GO:0043005;GO:0005634;GO:0005886;GO:0045202;GO:0005516;GO:0003682;GO:0019003;GO:0005525;GO:0003924;GO:0030215;GO:0007189;GO:0007268;GO:0035556;GO:0032507;GO:0010977;GO:0043410;GO:0010976;GO:0045944;GO:0007265;GO:0050848;GO:0032489;GO:0030100;GO:0007264
TRINITY_DN10618_c0_g1	GO:0031305;GO:0005743;GO:0005739;GO:0005315;GO:0044877;GO:0015293;GO:0035435
TRINITY_DN7616_c0_g1	GO:0005737;GO:0005829;GO:0005634;GO:0048471;GO:0032991;GO:0032587;GO:0019900;GO:0060090;GO:0003713;GO:0016477;GO:0030010;GO:0035329;GO:0035331;GO:0046621;GO:0000122;GO:0043410;GO:0007221;GO:0035330;GO:0032386
TRINITY_DN5155_c0_g1	GO:0005737;GO:0036464;GO:0005829;GO:0035145;GO:0005634;GO:0048471;GO:0005844;GO:0003723;GO:0042162;GO:0031100;GO:0001889;GO:0000184;GO:0006986
TRINITY_DN14684_c0_g1	GO:0000777;GO:0005737;GO:0005635;GO:0005654;GO:0005819;GO:0005096;GO:0007165
TRINITY_DN13402_c0_g1	GO:0017101;GO:0005737;GO:0005829;GO:0097452;GO:0016020;GO:0005886;GO:1990904;GO:0005524;GO:0004818;GO:0051020;GO:0042802;GO:0004827;GO:0042803;GO:0035613;GO:0008270;GO:0032869;GO:0071346;GO:0006424;GO:0017148;GO:0006433;GO:0065003;GO:0140212;GO:0006418
TRINITY_DN8210_c0_g1	GO:0042470;GO:0005730;GO:0005886;GO:0005681;GO:0005524;GO:0006397;GO:0008380
TRINITY_DN14200_c0_g1	GO:0005829;GO:0005615;GO:0014704;GO:0031430;GO:0016604;GO:0005886;GO:0042383;GO:0030017;GO:0005863;GO:0030018;GO:0030506;GO:0005524;GO:0045296;GO:0005516;GO:0005085;GO:0046872;GO:1902936;GO:0005547;GO:0043325;GO:0032266;GO:0005546;GO:0070273;GO:0010314;GO:0004672;GO:0004674;GO:0031432;GO:0030154;GO:0007275;GO:0014067;GO:0046777;GO:0006468
TRINITY_DN8600_c0_g1	GO:0005938;GO:0005905;GO:0031410;GO:0005856;GO:0005764;GO:0005886;GO:0008289;GO:0006897
TRINITY_DN7387_c0_g1	GO:0005592;GO:0062023;GO:0005788;GO:0031012;GO:0005576;GO:0005615;GO:0050840;GO:0005201;GO:1904399;GO:0008201;GO:0046872;GO:0030674;GO:0001502;GO:0002063;GO:0030199;GO:0050910;GO:0048704;GO:0035987;GO:0030198;GO:0042472;GO:0001503;GO:0006029;GO:0007605;GO:0035989;GO:0055010;GO:0007601
TRINITY_DN3714_c0_g1	GO:0030054;GO:0034707;GO:0098982;GO:0098978;GO:0005887;GO:0043005;GO:0045211;GO:0045202;GO:0005254;GO:0016917;GO:0004890;GO:0042802;GO:0099507;GO:0019904;GO:0044877;GO:1904315;GO:0007268;GO:0034220;GO:0050877;GO:0042391;GO:0007165
TRINITY_DN14091_c0_g1	GO:0005829;GO:0007411
TRINITY_DN2371_c0_g1	GO:0005814;GO:0005813;GO:0005829;GO:0008022;GO:0007099;GO:0010457;GO:0097711;GO:0000086;GO:1904951;GO:1902857;GO:0010389
TRINITY_DN12975_c0_g1	GO:0005737;GO:0005829;GO:0005634;GO:0034098;GO:0005524;GO:0016887;GO:0042802;GO:0031593;GO:0097352;GO:0009792;GO:0071712;GO:0016236;GO:0051228;GO:1904780;GO:0034504;GO:0030970;GO:0030433
TRINITY_DN14570_c0_g1	GO:0005829;GO:0005783;GO:0005788;GO:0005887;GO:0005634;GO:0005886;GO:0043235;GO:0005524;GO:0004896;GO:0035259;GO:0019838;GO:0043621;GO:0044877;GO:0004714;GO:0005021;GO:0031100;GO:0030183;GO:0071345;GO:0071385;GO:0035726;GO:0019221;GO:0097028;GO:0002244;GO:0030097;GO:0002521;GO:0001776;GO:0030098;GO:0046651;GO:0000165;GO:0007275;GO:0002318;GO:0018108;GO:0008284;GO:0033674;GO:0043406;GO:0043410;GO:0043552;GO:0014068;GO:0042531;GO:0002328;GO:0046777;GO:0042981;GO:0010243;GO:0007169;GO:0016032
TRINITY_DN13157_c0_g1	GO:0005789;GO:0003755
TRINITY_DN11116_c0_g1	GO:0005758
TRINITY_DN13063_c0_g1	GO:0005829;GO:0016282;GO:0033290;GO:0005852;GO:0042788;GO:0008237;GO:0003743;GO:0001732
TRINITY_DN6706_c0_g1	GO:0008777;GO:0046872;GO:0006526
TRINITY_DN12406_c0_g1	GO:0016235;GO:0035577;GO:0062023;GO:0070062;GO:0005576;GO:0005615;GO:0043231;GO:0005770;GO:0043202;GO:0005765;GO:0005764;GO:0005886;GO:0004565;GO:0008047;GO:0001664;GO:1905573;GO:1905574;GO:1905575;GO:1905577;GO:1905576;GO:0042802;GO:0030882;GO:0008289;GO:0005543;GO:0002020;GO:0042803;GO:0007193;GO:0019882;GO:0071310;GO:0021702;GO:0090102;GO:0003335;GO:1903575;GO:0060742;GO:0007186;GO:0006683;GO:1905572;GO:0006678;GO:0006687;GO:0070841;GO:0006886;GO:0006869;GO:1905146;GO:0007041;GO:0060073;GO:0042552;GO:1903206;GO:0050885;GO:0043312;GO:0001865;GO:0002576;GO:0051345;GO:0043410;GO:0060736;GO:0009306;GO:0010506;GO:0019216;GO:0007605;GO:0090659
TRINITY_DN8426_c0_g1	GO:0005751;GO:0022900;GO:1902600
TRINITY_DN9018_c0_g1	GO:0036064;GO:0005737;GO:0005829;GO:0005769;GO:0005768;GO:0005634;GO:0019901;GO:0004725;GO:0060271;GO:0045022;GO:0032456;GO:0010633;GO:1903393;GO:2000643;GO:1903387;GO:0061357;GO:0015031;GO:0043162
TRINITY_DN807_c0_g1	GO:0106003;GO:0045177;GO:0097449;GO:0030424;GO:0005623;GO:0009986;GO:0005911;GO:0035253;GO:0005905;GO:0030134;GO:0005737;GO:0031410;GO:0043198;GO:0043197;GO:0005769;GO:0005768;GO:0070381;GO:0005615;GO:0005794;GO:0005798;GO:0030426;GO:1990812;GO:1990761;GO:0034364;GO:0016021;GO:0034363;GO:1990777;GO:0044304;GO:0016020;GO:0045121;GO:0005739;GO:0031594;GO:0043005;GO:0005641;GO:0005634;GO:0043204;GO:0048471;GO:0005886;GO:0048786;GO:0032991;GO:0043235;GO:0055037;GO:0005791;GO:0005790;GO:0051233;GO:0045202;GO:0008021;GO:0043195;GO:0033130;GO:0034185;GO:0051087;GO:0042056;GO:0003677;GO:0019899;GO:0046875;GO:0005109;GO:0001664;GO:0070851;GO:0043395;GO:0008201;GO:0042802;GO:0005158;GO:0005178;GO:0016504;GO:0046983;GO:0046982;GO:0042803;GO:0051425;GO:0050786;GO:0000978;GO:0000979;GO:0004867;GO:0030546;GO:0005102;GO:0046914;GO:0000187;GO:0000185;GO:0007189;GO:0007193;GO:0008344;GO:1990000;GO:0019731;GO:0019732;GO:0061844;GO:0008306;GO:0048143;GO:0002265;GO:0008088;GO:0016199;GO:0007409;GO:0019722;GO:0007155;GO:0006878;GO:0009987;GO:1904646;GO:0071320;GO:0071280;GO:0071287;GO:1990090;GO:0071874;GO:0008203;GO:0050890;GO:0048669;GO:0050829;GO:0050830;GO:0016358;GO:0006897;GO:0030198;GO:0030900;GO:0007186;GO:0045087;GO:0035235;GO:0007612;GO:0007611;GO:0007626;GO:0007617;GO:0007613;GO:0014005;GO:0001774;GO:0090647;GO:0098815;GO:0006378;GO:1903523;GO:0090090;GO:0008285;GO:0010629;GO:1900272;GO:1901215;GO:0045665;GO:1902894;GO:1900181;GO:0000122;GO:0050885;GO:0051402;GO:0031175;GO:1990535;GO:0016322;GO:0007219;GO:0061903;GO:1905908;GO:1902004;GO:0043065;GO:1902961;GO:1905893;GO:1905896;GO:0045080;GO:0043280;GO:0051091;GO:1904472;GO:0070374;GO:2000463;GO:1904022;GO:0045745;GO:0010971;GO:0010628;GO:0045821;GO:0035066;GO:1902715;GO:0050725;GO:0045410;GO:0046330;GO:1900273;GO:0043410;GO:0051044;GO:0045931;GO:0090026;GO:0043525;GO:1901216;GO:0045666;GO:0051092;GO:1901224;GO:0045429;GO:1903223;GO:0033138;GO:0010800;GO:0042327;GO:0032092;GO:1904591;GO:0051247;GO:0001934;GO:0061098;GO:1900122;GO:1905898;GO:0032930;GO:2000406;GO:1902949;GO:0045944;GO:0042535;GO:0051260;GO:0006468;GO:0051262;GO:0070206;GO:1903048;GO:1905906;GO:1902950;GO:0007176;GO:0010468;GO:0048169;GO:0040014;GO:0050730;GO:1905606;GO:0043393;GO:1905945;GO:0150003;GO:0050803;GO:0034121;GO:0006357;GO:0006417;GO:0070555;GO:0010288;GO:0006979;GO:0009314;GO:0001878;GO:0051563;GO:0001967;GO:0050808;GO:0051124;GO:0032640;GO:0008542
TRINITY_DN4436_c0_g1	GO:0005737;GO:0005576;GO:0016020;GO:0005509;GO:0003682;GO:0007155
TRINITY_DN7716_c0_g1	GO:0045177;GO:0030424;GO:0044297;GO:0005938;GO:0005737;GO:0030425;GO:0030427;GO:0048800;GO:0000902;GO:0008407;GO:0070593;GO:0035317;GO:0007476;GO:0031175;GO:0035316;GO:0048601;GO:0045860;GO:0045893;GO:0050773;GO:0048814;GO:0042052
TRINITY_DN12234_c0_g1	GO:0005737;GO:0005856;GO:0005524
TRINITY_DN8748_c0_g1	GO:0005737;GO:0005829;GO:0030057;GO:0010008;GO:0000792;GO:0005765;GO:0005739;GO:0005654;GO:0005634;GO:0030867;GO:0005524;GO:0004839;GO:0006974;GO:0032446;GO:0016567;GO:0006511
TRINITY_DN8116_c0_g1	GO:0005737;GO:0004843;GO:0016579;GO:0006511
TRINITY_DN11420_c0_g1	GO:0005604;GO:0005581;GO:0005588;GO:0062023;GO:0031012;GO:0005615;GO:0005201;GO:0008201;GO:0048407;GO:0043394;GO:0001568;GO:0007155;GO:0016477;GO:0032964;GO:0030199;GO:0030198;GO:0048592;GO:0003007;GO:0045112;GO:1903225;GO:0051128;GO:0043588;GO:0097435;GO:0035989;GO:0035313
TRINITY_DN3798_c0_g1	GO:0005840;GO:0019843;GO:0003735;GO:0000027;GO:0006412
TRINITY_DN4710_c0_g1	GO:0005635;GO:0005509;GO:1903118
TRINITY_DN12777_c0_g1	GO:0005813;GO:0005829;GO:0000923;GO:0000930;GO:0008274;GO:0016020;GO:0005874;GO:0015630;GO:0055037;GO:0000922;GO:0043015;GO:0005200;GO:0031122;GO:0051321;GO:0007020;GO:0051415;GO:0000278;GO:0065003;GO:0051225
TRINITY_DN12983_c0_g1	GO:0005737;GO:0005783;GO:0005795;GO:0045202;GO:0004843;GO:0016320;GO:0007030;GO:0090168;GO:0000278;GO:0035871;GO:0071108;GO:0016567
TRINITY_DN8359_c0_g1	GO:0000221;GO:0046961
TRINITY_DN13040_c0_g1	GO:0004177;GO:0030145;GO:0008237;GO:0102009;GO:0030574
TRINITY_DN8839_c0_g1	GO:0009507;GO:0000036
TRINITY_DN11963_c0_g1	GO:0005615;GO:0005886;GO:0004867;GO:0001654
TRINITY_DN69_c0_g1	GO:0022627;GO:0032040;GO:0003735;GO:0043009;GO:0030097;GO:0051726;GO:0042274;GO:0006364;GO:0006412
TRINITY_DN12988_c0_g1	GO:0005576;GO:0004867;GO:0090729
TRINITY_DN6249_c0_g1	GO:0005737;GO:0034364;GO:0005634;GO:0003723;GO:0008203;GO:0006869
TRINITY_DN13066_c0_g1	GO:0005737;GO:0005829;GO:0070062;GO:0005576;GO:1904813;GO:0016020;GO:0005654;GO:0005634;GO:0034774;GO:0003677;GO:0003723;GO:0061630;GO:0004842;GO:0006284;GO:0030154;GO:0032922;GO:0016574;GO:0043312;GO:0098779;GO:1903955;GO:0031398;GO:0006513;GO:0000209;GO:0016567;GO:0006511
TRINITY_DN13181_c0_g1	GO:0005905;GO:0030136;GO:0005737;GO:0005856;GO:0005829;GO:0005886;GO:0098835;GO:0008092;GO:0042802;GO:0035091;GO:0005546;GO:0001786;GO:0048268;GO:0072583;GO:0010324;GO:0061024;GO:0072659;GO:0048488
TRINITY_DN581_c0_g1	GO:0005826;GO:0045179;GO:0106037;GO:0005623;GO:0005938;GO:0031252;GO:0044291;GO:0005929;GO:0032154;GO:0005856;GO:0005829;GO:0016460;GO:0016461;GO:0030018;GO:0003779;GO:0005524;GO:0005516;GO:0042802;GO:0003774;GO:0032027;GO:0007496;GO:0007298;GO:0071260;GO:0060289;GO:0035017;GO:0007391;GO:0046664;GO:0046663;GO:0007395;GO:0045200;GO:0001736;GO:0007455;GO:0008258;GO:0035317;GO:0070986;GO:0032507;GO:0007443;GO:0000281;GO:0060571;GO:0006936;GO:0030239;GO:0031036;GO:0016318;GO:0007297;GO:1903688;GO:1901739;GO:0035159;GO:0007435;GO:0045214;GO:0035277;GO:0042060
TRINITY_DN3898_c0_g1	GO:0005737;GO:1990904;GO:0046872;GO:0003723
TRINITY_DN10606_c0_g1	GO:0005694;GO:0005829;GO:0005634;GO:0005524;GO:0051301;GO:0007076
TRINITY_DN2642_c0_g1	GO:0030054;GO:0030425;GO:0030426;GO:0005887;GO:0043025;GO:0030017;GO:0045202;GO:1990890;GO:1990782;GO:0007411;GO:0060219;GO:0048813;GO:0070593;GO:0007156;GO:0007626;GO:0007162;GO:0048842;GO:0042327;GO:0060060;GO:0010842;GO:0007416
